日付,始値,高値,安値,終値,出来高,調整後終値
2022/10/5,1962.5,1977,1946,1957.5,3377700,1957.5
2022/10/4,1934,1964.5,1929.5,1959,4298100,1959
2022/10/3,1899,1918,1876.5,1900,3187700,1900
2022/9/30,1867.5,1911.5,1864,1896.5,6042800,1896.5
2022/9/29,1863,1890,1851.5,1882.5,4111700,1882.5
2022/9/28,1885,1897.5,1855.5,1869,5053200,1869
2022/9/27,1911,1921.5,1899.5,1909,3571900,1909
2022/9/26,1943,1953,1918,1918,3944100,1918
2022/9/22,1943,1963,1940.5,1956.5,3046100,1956.5
2022/9/21,1997,1999,1954,1956.5,3920600,1956.5
2022/9/20,1974.5,1976.5,1941,1957,2697800,1957
2022/9/16,1945.5,1976.5,1943,1974.5,6956900,1974.5
2022/9/15,1935,1956,1926.5,1956,2421600,1956
2022/9/14,1928.5,1939.5,1914.5,1926.5,3089400,1926.5
2022/9/13,1957,1965,1944.5,1958.5,2560200,1958.5
2022/9/12,1946,1959,1937,1955,2714200,1955
2022/9/9,1900,1931,1899.5,1929.5,4040800,1929.5
2022/9/8,1900,1911,1891.5,1906.5,3643600,1906.5
2022/9/7,1866.5,1892,1863,1892,2727300,1892
2022/9/6,1867.5,1889.5,1863,1876,2207900,1876
2022/9/5,1875,1881.5,1865.5,1872,1737600,1872
2022/9/2,1870,1890,1864.5,1880,2846500,1880
2022/9/1,1864,1878,1858,1870,3163900,1870
2022/8/31,1889,1895,1873.5,1880,4098600,1880
2022/8/30,1893,1910.5,1890.5,1907,3085000,1907
2022/8/29,1871,1872.5,1859.5,1866.5,2443500,1866.5
2022/8/26,1897,1906,1889.5,1901,1628000,1901
2022/8/25,1885,1902,1877.5,1892,1651600,1892
2022/8/24,1887,1888.5,1872.5,1884,2435500,1884
2022/8/23,1897.5,1898,1877.5,1879,3045000,1879
2022/8/22,1899,1914,1887.5,1899,2494600,1899
2022/8/19,1912.5,1918.5,1904,1910.5,2127400,1910.5
2022/8/18,1927.5,1931.5,1905.5,1908.5,2121200,1908.5
2022/8/17,1932,1952.5,1927.5,1939.5,2693700,1939.5
2022/8/16,1942,1956,1927,1930,2935500,1930
2022/8/15,1920,1925.5,1905,1920.5,1497500,1920.5
2022/8/12,1908,1928.5,1891,1915.5,3547900,1915.5
2022/8/10,1885,1892,1864,1881.5,2232800,1881.5
2022/8/9,1886.5,1896,1861.5,1865,3151500,1865
2022/8/8,1923,1933.5,1864,1873.5,4697900,1873.5
2022/8/5,1934,1956.5,1933,1946.5,2360600,1946.5
2022/8/4,1942,1954.5,1934.5,1948.5,2371900,1948.5
2022/8/3,1949.5,1962.5,1936,1942.5,2128300,1942.5
2022/8/2,1968,1974.5,1950.5,1969,2477400,1969
2022/8/1,1980,1988,1969.5,1985.5,2219900,1985.5
2022/7/29,1967.5,1984,1964,1976,3168100,1976
2022/7/28,1976.5,1977.5,1948.5,1968,2841700,1968
2022/7/27,1979.5,1985.5,1967,1973,2109200,1973
2022/7/26,1967.5,1977,1951.5,1967.5,2075800,1967.5
2022/7/25,1952,1979,1948,1957,1563000,1957
2022/7/22,1926,1957,1922.5,1951,3504500,1951
2022/7/21,1915,1926,1897.5,1923.5,3297800,1923.5
2022/7/20,1922.5,1931.5,1909,1919.5,3381300,1919.5
2022/7/19,1913,1926,1897,1903,2575300,1903
2022/7/15,1930,1934,1888,1902,2559200,1902
2022/7/14,1923,1942.5,1920,1939.5,1594300,1939.5
2022/7/13,1938.5,1946,1933.5,1939.5,2142200,1939.5
2022/7/12,1982.5,1983.5,1941.5,1950.5,2520100,1950.5
2022/7/11,1961,1985,1957,1981.5,2523000,1981.5
2022/7/8,1949,1961.5,1932,1943.5,3624200,1943.5
2022/7/7,1928,1975.5,1923.5,1951,4151000,1951
2022/7/6,1926.5,1949,1891.5,1899.5,3858000,1899.5
2022/7/5,1987.5,1988,1941,1946,3121500,1946
2022/7/4,1992.5,2004.5,1971.5,1981,2443200,1981
2022/7/1,1977.5,2000,1956.5,1960,3500000,1960
2022/6/30,2012,2022.5,1968,1969,7265200,1969
2022/6/29,2013,2032,2007,2027,8453400,2027
2022/6/28,1967,2019,1966,2013.5,5046300,2013.5
2022/6/27,1980,1983.5,1934.5,1955,4923500,1955
2022/6/24,2012,2012.5,1970,1988.5,4439000,1988.5
2022/6/23,2010.5,2043,2008.5,2016,3675600,2016
2022/6/22,2022,2037.5,2009.5,2011.5,4657700,2011.5
2022/6/21,1980,2026,1975.5,2014.5,5310700,2014.5
2022/6/20,1937,1968,1936.5,1961,3707600,1961
2022/6/17,1923,1973,1905.5,1932.5,10266600,1932.5
2022/6/16,1960.5,1999,1956,1976.5,5098200,1976.5
2022/6/15,1938,1961,1934.5,1936.5,3254000,1936.5
2022/6/14,1957,1973,1931,1935,4708400,1935
2022/6/13,1970,2000.5,1960,1994.5,4290800,1994.5
2022/6/10,2021.5,2027,1993,1994,6031800,1994
2022/6/9,1980,2003,1973.5,1993.5,5325700,1993.5
2022/6/8,1948.5,1980.5,1935,1972,5329900,1972
2022/6/7,1946.5,1947.5,1903,1913,3463000,1913
2022/6/6,1917.5,1945,1911.5,1943,3216300,1943
2022/6/3,1943.5,1944.5,1918,1925.5,2853300,1925.5
2022/6/2,1943,1954.5,1930,1943,2939300,1943
2022/6/1,1934,1959,1932.5,1935.5,3953100,1935.5
2022/5/31,1956.5,1960,1908.5,1909,7948000,1909
2022/5/30,1968.5,1983,1951.5,1971,8595000,1971
2022/5/27,1966.5,1969.5,1945,1953,4220800,1953
2022/5/26,1948,1988,1948,1967.5,5628500,1967.5
2022/5/25,1865,1969.5,1864,1955.5,7927100,1955.5
2022/5/24,1847,1866.5,1843.5,1861,3950700,1861
2022/5/23,1845,1849,1826.5,1834.5,2358900,1834.5
2022/5/20,1809.5,1840,1805.5,1836,3603700,1836
2022/5/19,1792.5,1827.5,1792,1818,3262000,1818
2022/5/18,1813.5,1841.5,1801.5,1835.5,2948700,1835.5
2022/5/17,1827.5,1838,1807,1810,3902800,1810
2022/5/16,1834.5,1846.5,1809,1817.5,3630000,1817.5
2022/5/13,1836,1836,1797,1818,5081100,1818
2022/5/12,1793,1834.5,1790.5,1817,3566800,1817
2022/5/11,1811,1817,1790.5,1790.5,3269000,1790.5
2022/5/10,1829,1837,1812.5,1823.5,3086100,1823.5
2022/5/9,1855,1858.5,1831.5,1846,3300600,1846
2022/5/6,1873,1889.5,1859,1884.5,4030600,1884.5
2022/5/2,1862.5,1881,1846,1870.5,2868200,1870.5
2022/4/28,1846,1890.5,1838,1883.5,4790400,1883.5
2022/4/27,1823,1847.5,1816,1829,8697300,1829
2022/4/26,1855.5,1875,1850.5,1857.5,4884900,1857.5
2022/4/25,1818.5,1839,1811,1830,2875000,1830
2022/4/22,1857.5,1865.5,1825,1841,3715700,1841
2022/4/21,1839,1887,1839,1876.5,4253600,1876.5
2022/4/20,1852,1859.5,1827,1839.5,3229500,1839.5
2022/4/19,1838,1848,1828.5,1845.5,2272000,1845.5
2022/4/18,1829.5,1838,1813,1832.5,1941100,1832.5
2022/4/15,1838,1847.5,1829,1838.5,2273700,1838.5
2022/4/14,1852.5,1862,1841.5,1847.5,3239400,1847.5
2022/4/13,1830.5,1841,1806,1840,4346900,1840
2022/4/12,1844,1855.5,1824,1832,3682900,1832
2022/4/11,1796.5,1831,1791.5,1829.5,4030400,1829.5
2022/4/8,1805.5,1807.5,1787.5,1803,3945500,1803
2022/4/7,1813.5,1813.5,1786,1799.5,3990300,1799.5
2022/4/6,1831,1848.5,1824,1847,4357000,1847
